bn:00000001n	08641944n
bn:00111170a	02802848a
bn:00111171a	01401532a
bn:00111172a	00583581a
bn:00111173a	00637645a
bn:00111174a	02302705a
bn:00111175a	02301560a
bn:00111176a	02095542a
bn:00111177a	00919445a
bn:00111178a	01197899a
bn:00111179a	01829254a
bn:00111180a	00618944a
bn:00111181a	02550517a
bn:00111182a	02853905a
bn:00111183a	01155968a
bn:00111184a	01152521a
bn:00111185a	01144887a
bn:00111186a	01206164a
bn:00111187a	01145931a
bn:00111188a	01145862a
bn:00111189a	02306080a
bn:00111190a	02803299a
bn:00111191a	02305906a
bn:00111192a	02306192a
bn:00111193a	02803389a
bn:00111194a	01449007a
bn:00111195a	00240655a
bn:00111196a	03120323a
bn:00111197a	03120176a
bn:00111198a	00607977a
bn:00111199a	00644560a
bn:00111200a	01002827a
bn:00111201a	03007245a
bn:00111202a	00325069a
bn:00111203a	03007929a
bn:00111204a	02803579a
bn:00111205a	01921752a
bn:00111206a	00054667a
bn:00111207a	02550704a
bn:00111208a	00054804a
bn:00111209a	01525659a
bn:00111210a	02323726a
bn:00111211a	00200854a
bn:00111212a	00614436a
bn:00111213a	00216003a
bn:00111214a	02328445a
bn:00111215a	00320536a
bn:00111216a	01250121a
bn:00111217a	03120454a
bn:00111218a	01565751a
bn:00111219a	01241600a
bn:00111220a	00098307a
bn:00111221a	01919676a
bn:00111222a	02310371a
bn:00111223a	02306288a
bn:00111224a	02309341a
bn:00111225a	03120610a
bn:00111226a	01112573a
bn:00111227a	03120681a
bn:00111228a	00088545a
bn:00111229a	02150397a
bn:00111230a	01925000a
bn:00111231a	02297089a
bn:00111232a	01097690a
bn:00111233a	02156822a
bn:00111234a	01183436a
bn:00111235a	00606347a
bn:00111236a	00858558a
bn:00111237a	03020354a
bn:00111238a	02803876a
bn:00111239a	02645417a
bn:00111240a	02645677a
bn:00111241a	02645494a
bn:00111242a	02310533a
bn:00111243a	00384195a
bn:00111244a	02160622a
bn:00111245a	01254165a
bn:00111246a	00098450a
bn:00111247a	02256306a
bn:00111248a	02287878a
bn:00111249a	01621894a
bn:00111250a	01654162a
bn:00111251a	02645950a
bn:00111252a	01218660a
bn:00111253a	00681019a
bn:00111254a	00559120a
bn:00111255a	01886139a
bn:00111256a	00303727a
bn:00111257a	01742912a
bn:00111258a	00207226a
bn:00111259a	00321849a
bn:00111260a	02803986a
bn:00111261a	00542660a
bn:00111262a	02310895a
bn:00111263a	01030826a
bn:00111264a	01237754a
bn:00111265a	00022962a
bn:00111266a	02318272a
bn:00111267a	02314584a
bn:00111268a	02423981a
bn:00111269a	01201298a
bn:00111270a	00911204a
bn:00111271a	00632306a
bn:00111272a	00200979a
bn:00111273a	00207305a
bn:00111274a	00910983a
bn:00111275a	01429788a
bn:00111276a	02319034a
bn:00111277a	00897223a
bn:00111278a	00761734a
bn:00111279a	02407041a
bn:00111280a	02562705a
bn:00111281a	00967129a
bn:00111282a	00966753a
bn:00111283a	02352472a
bn:00111284a	02562805a
bn:00111285a	02950711a
bn:00111286a	01279735a
bn:00111287a	03038199a
bn:00111288a	00384292a
bn:00111289a	00400922a
bn:00111290a	01450443a
bn:00111291a	01450607a
bn:00111292a	01790613a
bn:00111293a	03149478a
bn:00111294a	01952907a
bn:00111295a	00840737a
bn:00111296a	00439431a
bn:00111297a	00875235a
bn:00111298a	03142114a
bn:00111299a	01435891a
bn:00111300a	00845127a
bn:00111301a	00845216a
bn:00111302a	01023128a
bn:00111303a	01432452a
bn:00111304a	03136855a
bn:00111305a	00037341a
bn:00111306a	00991584a
bn:00111307a	00626701a
bn:00111308a	01504430a
bn:00111309a	01790807a
bn:00111310a	01496816a
bn:00111311a	00460076a
bn:00111312a	02321009a
bn:00111313a	01513512a
bn:00111314a	01961786a
bn:00111315a	01068609a
bn:00111316a	00296276a
bn:00111317a	02399176a
bn:00111318a	02328559a
bn:00111319a	00729894a
bn:00111320a	01057348a
bn:00111321a	02897335a
bn:00111322a	02897158a
bn:00111323a	01090593a
bn:00111324a	00586060a
bn:00111325a	01671732a
bn:00111326a	02458691a
bn:00111327a	03154362a
bn:00111328a	01437349a
bn:00111329a	00161065a
bn:00111330a	01766958a
bn:00111331a	00059782a
bn:00111332a	01798828a
bn:00111333a	00311354a
bn:00111334a	01086118a
bn:00111335a	01086213a
bn:00111336a	01622033a
bn:00111337a	02360171a
bn:00111338a	01686036a
bn:00111339a	00220739a
bn:00111340a	01686269a
bn:00111341a	00196312a
bn:00111342a	00439588a
bn:00111343a	01336587a
bn:00111344a	00707795a
bn:00111345a	01304250a
bn:00111346a	00976123a
bn:00111347a	02018296a
bn:00111348a	02804777a
bn:00111349a	01401734a
bn:00111350a	02369683a
bn:00111351a	00044987a
bn:00111352a	00124685a
bn:00111353a	02804139a
bn:00111354a	00099097a
bn:00111355a	02885192a
bn:00111356a	01392160a
bn:00111357a	03142313a
bn:00111358a	02885790a
bn:00111359a	00573093a
bn:00111360a	02804254a
bn:00111361a	00569468a
bn:00111362a	02390194a
bn:00111363a	02804391a
bn:00111364a	00169692a
bn:00111365a	02516690a
bn:00111366a	01261528a
bn:00111367a	01021499a
bn:00111368a	02349477a
bn:00111369a	00071559a
bn:00111370a	01615925a
bn:00111371a	00694924a
bn:00111372a	03094107a
bn:00111373a	01907416a
bn:00111374a	03154463a
bn:00111375a	00705616a
bn:00111376a	01749125a
bn:00111377a	02804515a
bn:00111378a	01046994a
bn:00111379a	02888757a
bn:00111380a	01181661a
bn:00111381a	02472137a
bn:00111382a	02472252a
bn:00111383a	02472693a
bn:00111384a	00788821a
bn:00111385a	01597702a
bn:00111386a	01381615a
bn:00111387a	02870315a
bn:00111388a	02979443a
bn:00111389a	02329355a
bn:00111390a	00552618a
bn:00111391a	02161136a
bn:00111392a	00122626a
bn:00111393a	02330064a
bn:00111394a	02352868a
bn:00111395a	00175719a
bn:00111396a	00901969a
bn:00111397a	03120834a
bn:00111398a	02381613a
bn:00111399a	01855446a
bn:00111400a	02471782a
bn:00111401a	01015798a
bn:00111402a	02472384a
bn:00111403a	01707733a
bn:00111404a	01745846a
bn:00111405a	00050083a
bn:00111406a	02804590a
bn:00111407a	01108586a
bn:00111408a	00127296a
bn:00111409a	02331262a
bn:00111410a	02840840a
bn:00111411a	01554230a
bn:00111412a	01410222a
bn:00111413a	02804905a
bn:00111414a	03121212a
bn:00111415a	01143279a
bn:00111416a	00992716a
bn:00111417a	02458871a
bn:00111418a	02335828a
bn:00111419a	02576365a
bn:00111420a	00469468a
bn:00111421a	02805039a
bn:00111422a	02338197a
bn:00111423a	02337667a
bn:00111424a	02362708a
bn:00111425a	00684334a
bn:00111426a	02215382a
bn:00111427a	01020885a
bn:00111428a	00456739a
bn:00111429a	03136940a
bn:00111430a	00384410a
bn:00111431a	02853254a
bn:00111432a	03121394a
bn:00111433a	02805148a
bn:00111434a	03121573a
bn:00111435a	02805331a
bn:00111436a	02587407a
bn:00111437a	00049683a
bn:00111438a	01255177a
bn:00111439a	01254784a
bn:00111440a	02004838a
bn:00111441a	01697878a
bn:00111442a	01073592a
bn:00111443a	01172394a
bn:00111444a	01521905a
bn:00111445a	01178345a
bn:00111446a	00272771a
bn:00111447a	00619030a
bn:00111448a	01642951a
bn:00111449a	01640618a
bn:00111450a	01013843a
bn:00111451a	00528761a
bn:00111452a	01390588a
bn:00111453a	00016247a
bn:00111454a	01125154a
bn:00111455a	01829369a
bn:00111456a	00652351a
bn:00111457a	00992826a
bn:00111458a	01873406a
bn:00111459a	02805490a
bn:00111460a	02165432a
bn:00111461a	02233799a
bn:00111462a	00229227a
bn:00111463a	01260873a
bn:00111464a	02349274a
bn:00111465a	02341266a
bn:00111466a	02338615a
bn:00111467a	00792769a
bn:00111468a	02349685a
bn:00111469a	02348482a
bn:00111470a	00072436a
bn:00111471a	02348847a
bn:00111472a	02757599a
bn:00111473a	01180549a
bn:00111474a	01304374a
bn:00111475a	02351490a
bn:00111476a	01574446a
bn:00111477a	02912054a
bn:00111478a	01600174a
bn:00111479a	01597928a
bn:00111480a	02340003a
bn:00111481a	00758150a
bn:00111482a	00175887a
bn:00111483a	00175300a
bn:00111484a	01927061a
bn:00111485a	02350205a
bn:00111486a	02904372a
bn:00111487a	01269907a
bn:00111488a	00049879a
bn:00111489a	00714889a
bn:00111490a	02352650a
bn:00111491a	02350729a
bn:00111492a	02354537a
bn:00111493a	01617255a
bn:00111494a	01414137a
bn:00111495a	00470111a
bn:00111496a	02166159a
bn:00111497a	02005065a
bn:00111498a	02805735a
bn:00111499a	01569366a
bn:00111500a	02805966a
bn:00111501a	02478052a
bn:00111502a	01579467a
bn:00111503a	02344512a
bn:00111504a	01495912a
bn:00111505a	02094633a
bn:00111506a	02465978a
bn:00111507a	02461586a
bn:00111508a	02302822a
bn:00111509a	02332845a
bn:00111510a	02227772a
bn:00111511a	00336041a
bn:00111512a	02471091a
bn:00111513a	00042982a
bn:00111514a	00091121a
bn:00111515a	02806098a
bn:00111516a	02888968a
bn:00111517a	00022852a
bn:00111518a	01139067a
bn:00111519a	02356820a
bn:00111520a	03149619a
bn:00111521a	02344793a
bn:00111522a	00456855a
bn:00111523a	02357479a
bn:00111524a	02359464a
bn:00111525a	02360448a
bn:00111526a	02365142a
bn:00111527a	02370212a
bn:00111528a	02351692a
bn:00111529a	00686789a
bn:00111530a	02806261a
bn:00111531a	00596639a
bn:00111532a	02806435a
bn:00111533a	00066703a
bn:00111534a	00320614a
bn:00111535a	00973434a
bn:00111536a	03121723a
bn:00111537a	02959720a
bn:00111538a	02561560a
bn:00111539a	00774182a
bn:00111540a	02368336a
bn:00111541a	01808671a
bn:00111542a	02367604a
bn:00111543a	00267774a
bn:00111544a	00236200a
bn:00111545a	01864279a
bn:00111546a	02368718a
bn:00111547a	01250393a
bn:00111548a	02370752a
bn:00111549a	02370894a
bn:00111550a	02371077a
bn:00111551a	01129371a
bn:00111552a	01921868a
bn:00111553a	02960975a
bn:00111554a	02371343a
bn:00111555a	02806721a
bn:00111556a	02806565a
bn:00111557a	02290265a
bn:00111558a	02288668a
bn:00111559a	02288350a
bn:00111560a	02289659a
bn:00111561a	02910644a
bn:00111562a	00727268a
bn:00111563a	02806907a
bn:00111564a	02807163a
bn:00111565a	02371718a
bn:00111566a	03008013a
bn:00111567a	02374914a
bn:00111568a	02072923a
bn:00111569a	02376809a
bn:00111570a	03002040a
bn:00111571a	01163941a
bn:00111572a	02807249a
bn:00111573a	02808126a
bn:00111574a	02933954a
bn:00111575a	00113663a
bn:00111576a	02593269a
bn:00111577a	02377651a
bn:00111578a	02377186a
bn:00111579a	02379323a
bn:00111580a	02379455a
bn:00111581a	02380565a
bn:00111582a	00109133a
bn:00111583a	02020810a
bn:00111584a	02807775a
bn:00111585a	02807478a
bn:00111586a	02381089a
bn:00111587a	01420488a
bn:00111588a	00620341a
bn:00111589a	02946888a
bn:00111590a	01543361a
bn:00111591a	02381302a
bn:00111592a	02808380a
bn:00111593a	02064537a
bn:00111594a	02808548a
bn:00111595a	02593578a
bn:00111596a	02880557a
bn:00111597a	02808653a
bn:00111598a	00112628a
bn:00111599a	00111856a
bn:00111600a	00111129a
bn:00111601a	01118409a
bn:00111602a	03121855a
bn:00111603a	03016519a
bn:00111604a	02417028a
bn:00111605a	02382934a
bn:00111606a	03018498a
bn:00111607a	01426273a
bn:00111608a	03121996a
bn:00111609a	02150569a
bn:00111610a	02056761a
bn:00111611a	03122633a
bn:00111612a	00659617a
bn:00111613a	02383380a
bn:00111614a	02550891a
bn:00111615a	02384383a
bn:00111616a	02951000a
bn:00111617a	02391683a
bn:00111618a	02384843a
bn:00111619a	02150658a
bn:00111620a	03122221a
bn:00111621a	00320756a
bn:00111622a	00320064a
bn:00111623a	01793985a
bn:00111624a	02963404a
bn:00111625a	01526262a
bn:00111626a	01582698a
bn:00111627a	00071739a
bn:00111628a	01119305a
bn:00111629a	01577327a
bn:00111630a	02385102a
bn:00111631a	00748563a
bn:00111632a	02386545a
bn:00111633a	02451828a
bn:00111634a	00923232a
bn:00111635a	02389946a
bn:00111636a	02388145a
bn:00111637a	02389099a
bn:00111638a	03122750a
bn:00111639a	00384533a
bn:00111640a	02808830a
bn:00111641a	00384694a
bn:00111642a	02391455a
bn:00111643a	02392134a
bn:00111644a	00255057a
bn:00111645a	01659355a
bn:00111646a	03122923a
bn:00111647a	00384615a
bn:00111648a	01057447a
bn:00111649a	01358846a
bn:00111650a	01358695a
bn:00111651a	02926025a
bn:00111652a	03123013a
bn:00111653a	02925655a
bn:00111654a	02925492a
bn:00111655a	01423592a
bn:00111656a	01060570a
bn:00111657a	00059965a
bn:00111658a	01659577a
bn:00111659a	00819709a
bn:00111660a	01429260a
bn:00111661a	01902003a
bn:00111662a	03123143a
bn:00111663a	03123296a
bn:00111664a	02809010a
bn:00111665a	02150489a
bn:00111666a	00060053a
bn:00111667a	02392878a
bn:00111668a	02399399a
bn:00111669a	02393401a
bn:00111670a	02395115a
bn:00111671a	02583619a
bn:00111672a	02809128a
bn:00111673a	02403505a
bn:00111674a	02405959a
bn:00111675a	00384782a
bn:00111676a	00401028a
bn:00111677a	02401288a
bn:00111678a	02366474a
bn:00111679a	01057541a
bn:00111680a	02473141a
bn:00111681a	02473655a
bn:00111682a	00920603a
bn:00111683a	02098002a
bn:00111684a	01108716a
bn:00111685a	02809692a
bn:00111686a	00484070a
bn:00111687a	01908341a
bn:00111688a	02084979a
bn:00111689a	02809492a
bn:00111690a	02809592a
bn:00111691a	02939099a
bn:00111692a	00016350a
bn:00111693a	02854154a
bn:00111694a	02109162a
bn:00111695a	02910074a
bn:00111696a	00548579a
bn:00111697a	02809958a
bn:00111698a	02991586a
bn:00111699a	02109326a
bn:00111700a	03123434a
bn:00111701a	02517002a
bn:00111702a	02157936a
bn:00111703a	00466077a
bn:00111704a	02810102a
bn:00111705a	02810417a
bn:00111706a	03140707a
bn:00111707a	02810552a
bn:00111708a	02402559a
bn:00111709a	02401590a
bn:00111710a	01521139a
bn:00111711a	01341731a
bn:00111712a	01757914a
bn:00111713a	02810882a
bn:00111714a	02810739a
bn:00111715a	01181904a
bn:00111716a	02362904a
bn:00111717a	00238862a
bn:00111718a	02198891a
bn:00111719a	01944492a
bn:00111720a	00730985a
bn:00111721a	02448889a
bn:00111722a	01649561a
bn:00111723a	02446651a
bn:00111724a	02448166a
bn:00111725a	00707206a
bn:00111726a	01466207a
bn:00111727a	00506852a
bn:00111728a	02447215a
bn:00111729a	02811428a
bn:00111730a	00276355a
bn:00111731a	01215263a
bn:00111732a	01215136a
bn:00111733a	02405326a
bn:00111734a	02404868a
bn:00111735a	02403206a
bn:00111736a	01008656a
bn:00111737a	02811547a
bn:00111738a	02811660a
bn:00111739a	02404793a
bn:00111740a	02811908a
bn:00111741a	02811774a
bn:00111742a	02417611a
bn:00111743a	02415172a
bn:00111744a	01527245a
bn:00111745a	02811980a
bn:00111746a	02047603a
bn:00111747a	01758038a
bn:00111748a	02812306a
bn:00111749a	02812147a
bn:00111750a	01016035a
bn:00111751a	00994073a
bn:00111752a	00938305a
bn:00111753a	01010569a
bn:00111754a	03123561a
bn:00111755a	02218547a
bn:00111756a	02174305a
bn:00111757a	03123695a
bn:00111758a	00124918a
bn:00111759a	01513619a
bn:00111760a	00196449a
bn:00111761a	02812482a
bn:00111762a	02409500a
bn:00111763a	02408611a
bn:00111764a	00080981a
bn:00111765a	03123964a
bn:00111766a	03123830a
bn:00111767a	01790938a
bn:00111768a	00059326a
bn:00111769a	02812697a
bn:00111770a	02812838a
bn:00111771a	02444758a
bn:00111772a	01894196a
bn:00111773a	00724596a
bn:00111774a	02933304a
bn:00111775a	02813162a
bn:00111776a	02812989a
bn:00111777a	03124201a
bn:00111778a	03124111a
bn:00111779a	00253757a
bn:00111780a	02834480a
bn:00111781a	00239185a
bn:00111782a	02834603a
bn:00111783a	03124290a
bn:00111784a	03124392a
bn:00111785a	03124541a
bn:00111786a	02925879a
bn:00111787a	02982956a
bn:00111788a	02889978a
bn:00111789a	03142399a
bn:00111790a	03142512a
bn:00111791a	01147044a
bn:00111792a	02016145a
bn:00111793a	01506661a
bn:00111794a	01080197a
bn:00111795a	02813315a
bn:00111796a	00796047a
bn:00111797a	02813557a
bn:00111798a	02813437a
bn:00111799a	02931345a
bn:00111800a	02813680a
bn:00111801a	02813978a
bn:00111802a	01731108a
bn:00111803a	02814104a
bn:00111804a	02990819a
bn:00111805a	02907000a
bn:00111806a	00860611a
bn:00111807a	00862327a
bn:00111808a	00862190a
bn:00111809a	03124657a
bn:00111810a	02914213a
bn:00111811a	02814352a
bn:00111812a	01250565a
bn:00111813a	03124786a
bn:00111814a	02908041a
bn:00111815a	02814878a
bn:00111816a	03003031a
bn:00111817a	01929312a
bn:00111818a	03124931a
bn:00111819a	00610734a
bn:00111820a	02409849a
bn:00111821a	02410156a
bn:00111822a	03125096a
bn:00111823a	03125227a
bn:00111824a	02410393a
bn:00111825a	00539009a
bn:00111826a	02415390a
bn:00111827a	00015480a
bn:00111828a	00207389a
bn:00111829a	00629068a
bn:00111830a	00614518a
bn:00111831a	00216079a
bn:00111832a	01704523a
bn:00111833a	02108098a
bn:00111834a	00321928a
bn:00111835a	02411798a
bn:00111836a	02417170a
bn:00111837a	02179167a
bn:00111838a	02574614a
bn:00111839a	00539687a
bn:00111840a	01698000a
bn:00111841a	01225294a
bn:00111842a	02150750a
bn:00111843a	02412164a
bn:00111844a	02417301a
bn:00111845a	01458054a
bn:00111846a	02282277a
bn:00111847a	02596905a
bn:00111848a	02417895a
bn:00111849a	02348285a
bn:00111850a	01855204a
bn:00111851a	02554140a
bn:00111852a	01270004a
bn:00111853a	00007697a
bn:00111854a	00145805a
bn:00111855a	03038401a
bn:00111856a	03154649a
bn:00111857a	02431440a
bn:00111858a	00748674a
bn:00111859a	00311505a
bn:00111860a	01873295a
bn:00111861a	02418872a
bn:00111862a	00639230a
bn:00111863a	02420530a
bn:00111864a	00639594a
bn:00111865a	02972821a
bn:00111866a	02583898a
bn:00111867a	02815039a
bn:00111868a	02524688a
bn:00111869a	02049323a
bn:00111870a	00239325a
bn:00111871a	01915849a
bn:00111872a	02218834a
bn:00111873a	02221821a
bn:00111874a	01429870a
bn:00111875a	01704599a
bn:00111876a	02174542a
bn:00111877a	00239444a
bn:00111878a	02169081a
bn:00111879a	00240008a
bn:00111880a	01776423a
bn:00111881a	01650193a
bn:00111882a	02411913a
bn:00111883a	02482932a
bn:00111884a	02255928a
bn:00111885a	00239847a
bn:00111886a	02731174a
bn:00111887a	01647750a
bn:00111888a	02224790a
bn:00111889a	01896299a
bn:00111890a	02421158a
bn:00111891a	00920704a
bn:00111892a	00920797a
bn:00111893a	02307199a
bn:00111894a	01209542a
bn:00111895a	01216317a
bn:00111896a	02020897a
bn:00111897a	01622188a
bn:00111898a	00560284a
bn:00111899a	00762168a
bn:00111900a	00776706a
bn:00111901a	02493395a
bn:00111902a	00256237a
bn:00111903a	02584031a
bn:00111904a	01922030a
bn:00111905a	01286375a
bn:00111906a	00178464a
bn:00111907a	00306034a
bn:00111908a	02981329a
bn:00111909a	02981115a
bn:00111910a	02981224a
bn:00111911a	02965696a
bn:00111912a	02815135a
bn:00111913a	00922439a
bn:00111914a	02815241a
bn:00111915a	02422685a
bn:00111916a	00161993a
bn:00111917a	00253869a
bn:00111918a	02478215a
bn:00111919a	00293882a
bn:00111920a	02815361a
bn:00111921a	01791036a
bn:00111922a	01508320a
bn:00111923a	01447302a
bn:00111924a	02526441a
bn:00111925a	00017186a
bn:00111926a	01398199a
bn:00111927a	02095670a
bn:00111928a	00503157a
bn:00111929a	01328877a
bn:00111930a	01698103a
bn:00111931a	01833092a
bn:00111932a	02429880a
bn:00111933a	02429571a
bn:00111934a	02574706a
bn:00111935a	01441866a
bn:00111936a	01983672a
bn:00111937a	01226997a
bn:00111938a	02815459a
bn:00111939a	01960207a
bn:00111940a	01900771a
bn:00111941a	00251809a
bn:00111942a	02815635a
bn:00111943a	02010831a
bn:00111944a	02815753a
bn:00111945a	01529167a
bn:00111946a	02503900a
bn:00111947a	00466229a
bn:00111948a	02430756a
bn:00111949a	02293386a
bn:00111950a	01919793a
bn:00111951a	02431728a
bn:00111952a	01390683a
bn:00111953a	00922344a
bn:00111954a	02816340a
bn:00111955a	02816198a
bn:00111956a	02815998a
bn:00111957a	02815843a
bn:00111958a	00619119a
bn:00111959a	03125370a
bn:00111960a	02251773a
bn:00111961a	01032029a
bn:00111962a	01032531a
bn:00111963a	01861095a
bn:00111964a	01586194a
bn:00111965a	00456929a
bn:00111966a	03125505a
bn:00111967a	02435026a
bn:00111968a	02436341a
bn:00111969a	02816522a
bn:00111970a	03021347a
bn:00111971a	00216155a
bn:00111972a	02816663a
bn:00111973a	02437148a
bn:00111974a	00682662a
bn:00111975a	02437853a
bn:00111976a	02430096a
bn:00111977a	02430238a
bn:00111978a	03125643a
bn:00111979a	02430355a
bn:00111980a	00153083a
bn:00111981a	02430659a
bn:00111982a	02430563a
bn:00111983a	02816888a
bn:00111984a	02438043a
bn:00111985a	03125792a
bn:00111986a	00212057a
bn:00111987a	02438346a
bn:00111988a	02439582a
bn:00111989a	00835978a
bn:00111990a	02439303a
bn:00111991a	02439377a
bn:00111992a	02439949a
bn:00111993a	02443155a
bn:00111994a	02344672a
bn:00111995a	02293497a
bn:00111996a	00416301a
bn:00111997a	01425895a
bn:00111998a	02817339a
bn:00111999a	00668053a
bn:00112000a	02442082a
bn:00112001a	02440461a
bn:00112002a	03018112a
bn:00112003a	02817533a
bn:00112004a	02441642a
bn:00112005a	02483011a
bn:00112006a	02817647a
bn:00112007a	02817796a
bn:00112008a	00601250a
bn:00112009a	00016532a
bn:00112010a	01257330a
bn:00112011a	01250694a
bn:00112012a	02817999a
bn:00112013a	02313784a
bn:00112014a	00769121a
bn:00112015a	02142446a
bn:00112016a	00736879a
bn:00112017a	02818111a
bn:00112018a	00718635a
bn:00112019a	02954331a
bn:00112020a	02818402a
bn:00112021a	02305484a
bn:00112022a	02293592a
bn:00112023a	02445093a
bn:00112024a	01466305a
bn:00112025a	02448437a
bn:00112026a	02447344a
bn:00112027a	02445636a
bn:00112028a	02448749a
bn:00112029a	02446551a
bn:00112030a	02564810a
bn:00112031a	01816696a
bn:00112032a	02449430a
bn:00112033a	02912848a
bn:00112034a	02314756a
bn:00112035a	02943954a
bn:00112036a	00172308a
bn:00112037a	02453323a
bn:00112038a	02944089a
bn:00112039a	02453616a
bn:00112040a	02454081a
bn:00112041a	02944235a
bn:00112042a	01110819a
bn:00112043a	00611047a
bn:00112044a	01690767a
bn:00112045a	00611754a
bn:00112046a	01363153a
bn:00112047a	02973241a
bn:00112048a	02973540a
bn:00112049a	01363370a
bn:00112050a	01267762a
bn:00112051a	01911683a
